latitude,longitude,property,mapped_unit,mean_value_mapped_unit,mean_uncertainty_mapped_unit,target_unit,mean_value_target_unit,mean_uncertainty_target_unit
18.82777777777778,52.53333333333335,wv0010,(10-2 cm³/cm³)*10,285.0,10.666666666666666,10-2 cm³/cm³,28.5,1.0666666666666669
18.82777777777778,52.53333333333335,wv0033,(10-2 cm³/cm³)*10,230.66666666666663,14.333333333333334,10-2 cm³/cm³,23.066666666666663,1.4333333333333331
18.82777777777778,52.53333333333335,wv1500,(10-2 cm³/cm³)*10,101.0,23.33333333333333,10-2 cm³/cm³,10.1,2.333333333333333
18.817813051146384,52.45,bdod,cg/cm³,151.66666666666666,5.333333333333333,kg/dm³,1.5166666666666666,0.0533333333333333
18.817813051146384,52.45,cec,mmol(c)/kg,162.0,51.66666666666666,cmol(c)/kg,16.2,5.166666666666666
18.817813051146384,52.45,cfvo,cm³/dm³,178.66666666666666,271.3333333333333,cm³/100cm³,17.866666666666667,27.133333333333333
18.817813051146384,52.45,clay,g/kg,111.66666666666669,81.66666666666667,%,11.166666666666668,8.166666666666668
18.817813051146384,52.45,nitrogen,cg/kg,72.33333333333333,74.33333333333333,g/kg,0.7233333333333333,0.7433333333333333
18.817813051146384,52.45,ocd,dg/dm³,86.66666666666667,22.33333333333333,hg/m³,8.666666666666668,2.2333333333333334
18.817813051146384,52.45,phh2o,pH*10,82.0,3.0,-,8.2,0.3
18.817813051146384,52.45,sand,g/kg,596.0,13.0,%,59.6,1.3
18.817813051146384,52.45,silt,g/kg,292.0,41.66666666666666,%,29.2,4.166666666666666
18.817813051146384,52.45,soc,dg/kg,52.333333333333336,56.66666666666666,g/kg,5.233333333333333,5.666666666666666
18.817813051146384,52.45,wv0010,(10-2 cm³/cm³)*10,288.3333333333333,11.0,10-2 cm³/cm³,28.83333333333333,1.1
18.817813051146384,52.45,wv0033,(10-2 cm³/cm³)*10,244.3333333333333,14.333333333333334,10-2 cm³/cm³,24.433333333333334,1.4333333333333331
18.817813051146384,52.45,wv1500,(10-2 cm³/cm³)*10,101.66666666666669,24.0,10-2 cm³/cm³,10.166666666666668,2.4
18.81710758377425,52.38333333333333,bdod,cg/cm³,148.0,5.333333333333333,kg/dm³,1.48,0.0533333333333333
18.81710758377425,52.38333333333333,cec,mmol(c)/kg,157.33333333333334,53.333333333333336,cmol(c)/kg,15.733333333333334,5.333333333333334
18.81710758377425,52.38333333333333,cfvo,cm³/dm³,247.3333333333333,90.0,cm³/100cm³,24.73333333333333,9.0
18.81710758377425,52.38333333333333,clay,g/kg,110.66666666666669,75.66666666666667,%,11.066666666666666,7.566666666666667
18.81710758377425,52.38333333333333,nitrogen,cg/kg,71.33333333333333,65.66666666666667,g/kg,0.7133333333333333,0.6566666666666667
18.81710758377425,52.38333333333333,ocd,dg/dm³,91.33333333333331,20.0,hg/m³,9.133333333333333,2.0
18.81710758377425,52.38333333333333,phh2o,pH*10,81.66666666666667,3.0,-,8.166666666666668,0.3
18.81710758377425,52.38333333333333,sand,g/kg,578.3333333333334,15.0,%,57.833333333333336,1.5
18.81710758377425,52.38333333333333,silt,g/kg,311.3333333333333,46.333333333333336,%,31.133333333333333,4.633333333333334
18.81710758377425,52.38333333333333,soc,dg/kg,42.0,52.66666666666666,g/kg,4.2,5.266666666666667
18.81710758377425,52.38333333333333,wv0010,(10-2 cm³/cm³)*10,285.6666666666667,10.666666666666666,10-2 cm³/cm³,28.56666666666667,1.0666666666666669
18.81710758377425,52.38333333333333,wv0033,(10-2 cm³/cm³)*10,223.3333333333333,13.333333333333334,10-2 cm³/cm³,22.333333333333336,1.3333333333333337
18.81710758377425,52.38333333333333,wv1500,(10-2 cm³/cm³)*10,101.0,24.666666666666668,10-2 cm³/cm³,10.1,2.466666666666667
18.816843033509706,52.36666666666666,bdod,cg/cm³,150.66666666666666,5.333333333333333,kg/dm³,1.5066666666666666,0.0533333333333333
18.816843033509706,52.36666666666666,cec,mmol(c)/kg,174.33333333333334,51.333333333333336,cmol(c)/kg,17.433333333333334,5.133333333333334
18.816843033509706,52.36666666666666,cfvo,cm³/dm³,179.0,221.0,cm³/100cm³,17.9,22.1
18.816843033509706,52.36666666666666,clay,g/kg,112.33333333333331,82.66666666666667,%,11.233333333333333,8.266666666666667
18.816843033509706,52.36666666666666,nitrogen,cg/kg,72.33333333333333,62.66666666666666,g/kg,0.7233333333333333,0.6266666666666666
18.816843033509706,52.36666666666666,ocd,dg/dm³,90.0,20.666666666666668,hg/m³,9.0,2.066666666666667
18.816843033509706,52.36666666666666,phh2o,pH*10,82.66666666666667,3.0,-,8.266666666666667,0.3
18.816843033509706,52.36666666666666,sand,g/kg,579.3333333333334,14.666666666666666,%,57.93333333333334,1.4666666666666666
18.816843033509706,52.36666666666666,silt,g/kg,308.0,53.66666666666666,%,30.8,5.366666666666666
18.816843033509706,52.36666666666666,soc,dg/kg,42.66666666666666,57.66666666666666,g/kg,4.266666666666667,5.766666666666667
18.816843033509706,52.36666666666666,wv0010,(10-2 cm³/cm³)*10,285.3333333333333,10.666666666666666,10-2 cm³/cm³,28.53333333333333,1.0666666666666669
18.816843033509706,52.36666666666666,wv0033,(10-2 cm³/cm³)*10,214.3333333333333,13.666666666666666,10-2 cm³/cm³,21.433333333333334,1.3666666666666667
18.816843033509706,52.36666666666666,wv1500,(10-2 cm³/cm³)*10,102.33333333333331,27.0,10-2 cm³/cm³,10.233333333333333,2.7
18.8,52.35,bdod,cg/cm³,151.33333333333334,5.0,kg/dm³,1.5133333333333334,0.05
18.8,52.35,cec,mmol(c)/kg,174.33333333333334,53.66666666666666,cmol(c)/kg,17.433333333333334,5.366666666666666
18.8,52.35,cfvo,cm³/dm³,188.3333333333333,250.3333333333333,cm³/100cm³,18.833333333333336,25.03333333333333
18.8,52.35,clay,g/kg,112.33333333333331,90.33333333333331,%,11.233333333333333,9.033333333333331
18.8,52.35,nitrogen,cg/kg,72.33333333333333,63.0,g/kg,0.7233333333333333,0.63
18.8,52.35,ocd,dg/dm³,87.66666666666667,22.33333333333333,hg/m³,8.766666666666667,2.2333333333333334
18.8,52.35,phh2o,pH*10,82.0,3.0,-,8.2,0.3
18.8,52.35,sand,g/kg,600.3333333333334,12.666666666666666,%,60.03333333333334,1.2666666666666666
18.8,52.35,silt,g/kg,287.0,44.333333333333336,%,28.7,4.433333333333334
18.8,52.35,soc,dg/kg,44.0,54.66666666666666,g/kg,4.4,5.466666666666667
18.8,52.35,wv0010,(10-2 cm³/cm³)*10,280.6666666666667,11.333333333333334,10-2 cm³/cm³,28.06666666666667,1.1333333333333333
18.8,52.35,wv0033,(10-2 cm³/cm³)*10,229.0,13.0,10-2 cm³/cm³,22.9,1.3
18.8,52.35,wv1500,(10-2 cm³/cm³)*10,101.66666666666669,24.0,10-2 cm³/cm³,10.166666666666668,2.4
18.80008818342152,52.33333333333333,bdod,cg/cm³,148.66666666666666,5.0,kg/dm³,1.4866666666666666,0.05
18.80008818342152,52.33333333333333,cec,mmol(c)/kg,162.0,55.0,cmol(c)/kg,16.2,5.5
18.80008818342152,52.33333333333333,cfvo,cm³/dm³,244.0,90.0,cm³/100cm³,24.4,9.0
18.80008818342152,52.33333333333333,clay,g/kg,103.66666666666669,71.0,%,10.366666666666667,7.1
18.80008818342152,52.33333333333333,nitrogen,cg/kg,97.0,70.66666666666667,g/kg,0.97,0.7066666666666667
18.80008818342152,52.33333333333333,ocd,dg/dm³,91.66666666666669,20.0,hg/m³,9.166666666666668,2.0
18.80008818342152,52.33333333333333,phh2o,pH*10,81.33333333333333,3.0,-,8.133333333333333,0.3
18.80008818342152,52.33333333333333,sand,g/kg,601.6666666666666,11.333333333333334,%,60.16666666666666,1.1333333333333333
18.80008818342152,52.33333333333333,silt,g/kg,294.6666666666667,39.66666666666666,%,29.46666666666667,3.9666666666666655
18.80008818342152,52.33333333333333,soc,dg/kg,43.333333333333336,50.0,g/kg,4.333333333333334,5.0
18.80008818342152,52.33333333333333,wv0010,(10-2 cm³/cm³)*10,280.6666666666667,10.666666666666666,10-2 cm³/cm³,28.06666666666667,1.0666666666666669
18.80008818342152,52.33333333333333,wv0033,(10-2 cm³/cm³)*10,228.0,13.333333333333334,10-2 cm³/cm³,22.8,1.3333333333333337
18.80008818342152,52.33333333333333,wv1500,(10-2 cm³/cm³)*10,101.66666666666669,24.33333333333333,10-2 cm³/cm³,10.166666666666668,2.433333333333333
18.80017636684304,52.316666666666656,bdod,cg/cm³,151.66666666666666,5.0,kg/dm³,1.5166666666666666,0.05
18.80017636684304,52.316666666666656,cec,mmol(c)/kg,159.66666666666666,54.66666666666666,cmol(c)/kg,15.966666666666663,5.466666666666667
18.80017636684304,52.316666666666656,cfvo,cm³/dm³,192.0,176.0,cm³/100cm³,19.2,17.6
18.80017636684304,52.316666666666656,clay,g/kg,108.33333333333331,86.66666666666667,%,10.833333333333332,8.666666666666668
18.80017636684304,52.316666666666656,nitrogen,cg/kg,69.0,63.0,g/kg,0.69,0.63
18.80017636684304,52.316666666666656,ocd,dg/dm³,83.0,23.33333333333333,hg/m³,8.3,2.333333333333333
18.80017636684304,52.316666666666656,phh2o,pH*10,82.0,3.0,-,8.2,0.3
18.80017636684304,52.316666666666656,sand,g/kg,606.3333333333334,12.333333333333334,%,60.63333333333334,1.2333333333333334
18.80017636684304,52.316666666666656,silt,g/kg,284.6666666666667,45.0,%,28.46666666666667,4.5
18.80017636684304,52.316666666666656,soc,dg/kg,40.0,64.66666666666667,g/kg,4.0,6.466666666666667
18.80017636684304,52.316666666666656,wv0010,(10-2 cm³/cm³)*10,279.6666666666667,10.666666666666666,10-2 cm³/cm³,27.96666666666667,1.0666666666666669
18.80017636684304,52.316666666666656,wv0033,(10-2 cm³/cm³)*10,227.0,13.0,10-2 cm³/cm³,22.7,1.3
18.80017636684304,52.316666666666656,wv1500,(10-2 cm³/cm³)*10,99.0,26.33333333333333,10-2 cm³/cm³,9.9,2.6333333333333333
18.80026455026455,52.29999999999999,bdod,cg/cm³,147.66666666666666,5.0,kg/dm³,1.4766666666666666,0.05
